Date,Open,High,Low,Close,Volume,SMA(7),SMA(10),SMA(50),SMA(200)
2005-06-07,4.7425,4.824,4.7362,4.7575,1566400,4.82014285714286,4.786600000000001,5.053589999999999,5.239985915492957
2005-06-08,4.7575,4.7825,4.745,4.756,1326400,4.8127857142857176,4.786700000000001,5.0382099999999985,5.233263888888889
2005-06-09,4.756,4.799,4.75,4.784,1400800,4.8077857142857185,4.8056,5.023369999999998,5.2271095890410955
2005-06-10,4.785,4.871,4.785,4.846,1239200,4.807071428571433,4.812700000000001,5.009269999999998,5.221959459459459
2005-06-13,4.846,4.86,4.8075,4.8475,1208000,4.793000000000005,4.816700000000002,4.995539999999998,5.216966666666666
2005-06-14,4.854,4.92,4.8325,4.916,1934400,4.807071428571433,4.826400000000001,4.983159999999999,5.213006578947368
2005-06-15,4.915,4.915,4.7625,4.78,2940000,4.812428571428576,4.819300000000001,4.968739999999999,5.207383116883117
2005-06-16,4.781,4.835,4.769,4.8325,1499200,4.823142857142861,4.807950000000001,4.954909999999999,5.202576923076922
2005-06-17,4.8825,4.9125,4.791,4.8275,1110400,4.833357142857147,4.808950000000001,4.9399099999999985,5.197829113924049
2005-06-20,4.7875,4.791,4.6725,4.685,1259200,4.81921428571429,4.803200000000001,4.929859999999999,5.191418749999999
2005-06-21,4.6875,4.75,4.6412,4.65,1606400,4.7912142857142905,4.7924500000000005,4.917159999999999,5.184734567901233
2005-06-22,4.6688,4.6788,4.4588,4.4625,2085600,4.736214285714291,4.7631000000000006,4.902029999999999,5.175926829268291
2005-06-23,3.4875,3.4875,3.0125,3.1388,27536000,4.482328571428576,4.598580000000001,4.863026,5.151383132530119
2005-06-24,3.2188,3.2312,3.1288,3.1288,7496800,4.246442857142862,4.4268600000000005,4.824852,5.12730476190476
2005-06-27,3.135,3.1412,3.075,3.0938,4634400,3.998057142857147,4.251490000000001,4.788148,5.103381176470587
2005-06-28,3.1062,3.1862,3.0975,3.1562,3686400,3.759300000000004,4.075510000000001,4.750991999999999,5.08073953488372
2005-06-29,3.175,3.2762,3.1688,3.2438,3770400,3.55341428571429,3.921890000000001,4.713118,5.0596252873563206
2005-06-30,3.275,3.3125,3.1625,3.2125,2130400,3.348057142857147,3.759890000000001,4.674868,5.038635227272726
2005-07-01,3.2162,3.2162,3.1438,3.1612,2221600,3.162157142857147,3.593260000000001,4.633842,5.017540449438201
2005-07-05,3.15,3.16,3.035,3.1,4975200,3.1566142857142903,3.4347600000000007,4.594592,4.996234444444443
2005-07-06,3.1075,3.125,3.085,3.0988,2796000,3.152328571428576,3.2796400000000006,4.552788,4.975383516483515
2005-07-07,3.095,3.1,3.0562,3.0925,3610400,3.152142857142862,3.142640000000001,4.511658,4.954917391304346
2005-07-08,3.0825,3.2025,3.0825,3.1888,6836800,3.156800000000005,3.147640000000001,4.474314,4.9359268817204285
2005-07-11,3.1812,3.2425,3.1688,3.1925,2752000,3.1494714285714336,3.1540100000000004,4.438344,4.917379787234041
2005-07-12,3.1562,3.1762,3.14,3.1562,2200000,3.141428571428577,3.1602500000000004,4.401018,4.898841052631578
2005-07-13,3.1562,3.175,3.12,3.15,2044800,3.1398285714285765,3.159630000000001,4.363168,4.880623958333332
2005-07-14,3.1488,3.175,3.125,3.1263,1404000,3.1435857142857193,3.1478800000000007,4.326644,4.862538144329895
2005-07-15,3.1375,3.1725,3.1075,3.1388,1876000,3.1493000000000047,3.140510000000001,4.29012,4.844948979591836
2005-07-18,3.1538,3.1562,3.1312,3.1412,2846400,3.1562571428571475,3.138510000000001,4.253164,4.827739393939393
2005-07-19,3.1388,3.16,3.125,3.14,1533600,3.149285714285719,3.1425100000000006,4.214644,4.810861999999999
2005-07-20,3.1375,3.1875,3.1375,3.1838,1521600,3.1480428571428622,3.1510100000000008,4.177639999999999,4.794752475247524
2005-07-21,3.1812,3.1988,3.1562,3.18,1474400,3.151442857142862,3.159760000000001,4.14204,4.77892156862745
2005-07-22,3.18,3.1925,3.15,3.1925,1831200,3.157514285714291,3.1601300000000005,4.10697,4.763519417475727
2005-07-25,3.1675,3.2688,3.16,3.1988,3220000,3.1678714285714333,3.1607600000000007,4.073066,4.748474038461538
2005-07-26,3.1975,3.2562,3.1388,3.2175,2027200,3.1791142857142907,3.166890000000001,4.041765999999999,4.733893333333333
2005-07-27,3.2125,3.325,3.2,3.3125,3910400,3.203585714285719,3.1831400000000007,4.0113959999999995,4.72048396226415
2005-07-28,3.6088,3.9375,3.5688,3.7125,9071200,3.285371428571433,3.2417600000000006,3.988166,4.711063551401868
2005-07-29,3.6875,3.71,3.6688,3.675,2656000,3.3555428571428614,3.2953800000000006,3.962416,4.7014703703703695
2005-08-01,3.5562,3.725,3.5562,3.6462,3764000,3.4221428571428616,3.34588,3.93716,4.691788990825687
2005-08-02,3.6338,3.7362,3.6238,3.6275,2023200,3.484285714285719,3.3946300000000003,3.91339,4.682113636363636
2005-08-03,3.625,3.6462,3.5925,3.61,2560000,3.543028571428576,3.43725,3.88939,4.672454954954954
2005-08-04,3.6,3.61,3.5412,3.5462,1212000,3.5899857142857186,3.4738700000000002,3.8652140000000004,4.662399107142856
2005-08-05,3.5525,3.5525,3.46,3.49,1112800,3.615342857142861,3.50362,3.8431140000000004,4.65202389380531
2005-08-08,3.475,3.475,3.3525,3.385,1432800,3.568557142857147,3.52224,3.8153140000000003,4.640909649122807
2005-08-09,3.3688,3.385,3.3538,3.3562,982400,3.52301428571429,3.53611,3.7862880000000003,4.629738260869564
2005-08-10,3.375,3.385,3.3162,3.3188,1340000,3.476242857142861,3.5367400000000004,3.7562840000000004,4.618437068965516
2005-08-11,3.3375,3.3875,3.3288,3.36,903200,3.438028571428575,3.5014900000000004,3.726464000000001,4.607681196581195
2005-08-12,3.3625,3.4875,3.3225,3.4838,1524800,3.420000000000004,3.4823700000000004,3.697220000000001,4.598156779661016
2005-08-15,3.4675,3.4675,3.3638,3.3962,1349600,3.3985714285714326,3.45737,3.668794000000001,4.588056302521007
2005-08-16,3.3875,3.4,3.3562,3.3625,1089600,3.3803571428571466,3.43087,3.641194000000001,4.577843333333332
2005-08-17,3.4012,3.4275,3.3562,3.3562,1070400,3.3762428571428607,3.4054900000000004,3.6131680000000013,4.567747107438015
2005-08-18,3.3562,3.3788,3.3412,3.3538,1633600,3.3759000000000037,3.3862500000000004,3.5851240000000013,4.557796721311473
2005-08-19,3.3538,3.3638,3.325,3.3375,1390400,3.378571428571432,3.371,3.5561940000000014,4.547875609756096
2005-08-22,3.335,3.3388,3.26,3.305,1881600,3.370714285714289,3.3630000000000004,3.5253740000000016,4.537852419354836
2005-08-23,3.3,3.3075,3.1625,3.2,1883200,3.330171428571432,3.3473800000000002,3.4924240000000015,4.527149599999998
2005-08-24,3.1812,3.1812,3.0575,3.0688,3772000,3.2834000000000034,3.3223800000000003,3.455480000000002,4.515575396825395
2005-08-25,3.07,3.07,3.0275,3.0275,2604000,3.2355428571428604,3.28913,3.420430000000002,4.5038582677165335
2005-08-26,3.0238,3.025,2.9062,2.9438,2672800,3.1766285714285742,3.2351300000000003,3.3826560000000017,4.491670312499998
2005-08-29,2.95,3.0262,2.9375,3.025,1628800,3.1296571428571456,3.19801,3.346606000000002,4.480300775193797
2005-08-30,3.025,3.0938,3.0013,3.0188,1628000,3.0841285714285744,3.16364,3.3132820000000023,4.46905846153846
2005-08-31,2.9938,3.025,2.985,3.0138,2616800,3.042528571428574,3.1293999999999995,3.280558000000002,4.457949618320609
2005-09-01,3.015,3.0938,2.975,3.0075,2334400,3.0150285714285743,3.0947699999999996,3.2514580000000017,4.446961363636362
2005-09-02,3.0075,3.0088,2.9762,2.9912,728800,3.00394285714286,3.0601399999999996,3.2485060000000017,4.436015789473683
2005-09-06,2.9938,3.0188,2.9775,3.0088,1644000,3.0012714285714317,3.03052,3.2461060000000015,4.425364925373133
2005-09-07,3.0088,3.0375,2.9125,3,2419200,3.009300000000003,3.01052,3.2442300000000017,4.414806666666665
2005-09-08,2.975,3,2.9612,2.97,1556000,3.00144285714286,3.0006399999999998,3.2405060000000017,4.404183088235293
2005-09-09,2.975,3.005,2.975,3,912800,2.9987571428571465,2.99789,3.235630000000002,4.393933576642334
2005-09-12,3.0013,3.005,2.975,3,864000,2.9967857142857177,3.00351,3.2313800000000015,4.383832608695651
2005-09-13,2.9812,2.985,2.9188,2.97,912000,2.9914285714285747,2.99801,3.227556000000001,4.373661151079136
2005-09-14,2.9625,2.97,2.9138,2.9388,872800,2.9839428571428606,2.9900100000000003,3.2243320000000013,4.363412142857142
2005-09-15,2.9362,2.9475,2.9138,2.935,1939200,2.973400000000003,2.98213,3.221056000000001,4.353281560283687
2005-09-16,2.9525,2.9987,2.94,2.955,1284800,2.9669714285714313,2.97688,3.218306000000001,4.343434507042253
2005-09-19,2.985,2.9987,2.9088,2.9738,1796000,2.9675142857142887,2.97514,3.2140060000000017,4.333856643356643
2005-09-20,2.9738,2.995,2.9038,2.905,1368800,2.9539428571428603,2.96476,3.2082560000000018,4.323934027777777
2005-09-21,2.8938,2.9075,2.8763,2.8875,4051200,2.9378714285714316,2.95351,3.202882000000001,4.314027586206896
2005-09-22,2.9,2.955,2.85,2.9225,2724800,2.9310857142857176,2.94876,3.1983320000000015,4.304496575342465
2005-09-23,2.92,2.9362,2.8562,2.935,892000,2.9305428571428602,2.94226,3.194506000000002,4.295180272108842
2005-09-26,2.9212,2.9462,2.9038,2.925,898400,2.929114285714289,2.93476,3.190230000000002,4.2859222972972955
2005-09-27,2.9112,2.9638,2.9,2.955,1259200,2.9291142857142884,2.9332599999999998,3.1865060000000023,4.276989932885905
2005-09-28,2.9675,3.0125,2.9612,2.9862,1555200,2.930885714285717,2.9379999999999997,3.1834300000000026,4.268384666666666
2005-09-29,2.9825,3.0112,2.9562,3.0088,1040000,2.9457142857142884,2.94538,3.179930000000003,4.260043046357615
2005-09-30,3,3.005,2.9562,3,994400,2.961785714285717,2.9498800000000003,3.1763300000000028,4.251753289473683
2005-10-03,3,3.0188,2.9875,3.0062,713600,2.97374285714286,2.95312,3.172604000000003,4.2436124183006525
2005-10-04,3.0225,3.0225,2.8812,2.9012,1177600,2.9689142857142885,2.95274,3.1666520000000027,4.234895454545454
2005-10-05,2.895,2.9562,2.8125,2.8625,1804000,2.9599857142857173,2.95024,3.159552000000003,4.22604129032258
2005-10-06,2.8562,2.875,2.8312,2.8737,1503200,2.948371428571431,2.94536,3.150776000000003,4.217372435897435
2005-10-07,2.925,2.9375,2.8688,2.8725,1204800,2.932128571428574,2.9391100000000003,3.1339760000000028,4.208806369426751
2005-10-10,2.875,2.8825,2.8575,2.8662,1762400,2.911757142857145,2.93323,3.1178000000000026,4.200308860759493
2005-10-11,2.8638,2.8812,2.825,2.8325,1847200,2.8878285714285736,2.9209799999999997,3.101526000000003,4.191706289308175
2005-10-12,2.8325,2.85,2.7312,2.7525,1264800,2.8515857142857164,2.89761,3.084026000000003,4.182711249999999
2005-10-13,2.75,2.7838,2.7275,2.75,1207200,2.8299857142857165,2.87173,3.0668260000000025,4.173812422360248
2005-10-14,2.7462,2.7738,2.7012,2.75,836800,2.813914285714288,2.84673,3.0509020000000024,4.165023456790123
2005-10-17,2.7588,2.7975,2.7088,2.7412,752800,2.7949857142857164,2.8202299999999996,3.035926000000002,4.156288343558281
2005-10-18,2.7412,2.75,2.6325,2.6725,1029600,2.766414285714288,2.79736,3.021676000000003,4.147240853658536
2005-10-19,2.6425,2.6938,2.5462,2.685,1368800,2.7405285714285736,2.7796099999999995,3.008252000000003,4.138378787878787
2005-10-20,2.675,2.7225,2.6138,2.6463,731200,2.713928571428574,2.7568699999999997,2.9948020000000026,4.1293903614457825
2005-10-21,2.6463,2.6862,2.6338,2.6375,532000,2.697500000000002,2.73337,2.980352000000002,4.120456886227545
2005-10-24,2.6362,2.7188,2.6362,2.7175,1208800,2.6928571428571453,2.7184999999999997,2.965026000000002,4.112105952380952
2005-10-25,2.7262,2.7438,2.585,2.6675,900000,2.681071428571431,2.702,2.950452000000002,4.10355798816568
2005-10-26,2.6812,2.7362,2.5688,2.6062,1917600,2.661785714285717,2.68737,2.9353260000000017,4.0947499999999994
2005-10-27,2.575,2.6312,2.3462,2.63,6302400,2.6557142857142884,2.67537,2.9208020000000015,4.086184210526315
2005-10-28,2.6375,2.65,2.5725,2.585,2155200,2.6414285714285737,2.65887,2.9054260000000016,4.077456395348836
2005-10-31,2.5812,2.6888,2.5812,2.5962,3110400,2.634271428571431,2.64437,2.890600000000002,4.0688942196531785
2005-11-01,2.64,2.64,2.515,2.5512,1843200,2.6219428571428596,2.6322400000000004,2.8755240000000013,4.060171839080459
2005-11-02,2.5362,2.5862,2.5188,2.5612,1865600,2.5996142857142885,2.61986,2.862748000000002,4.051606285714285
2005-11-03,2.575,2.615,2.5162,2.53,1899200,2.5799714285714317,2.6082300000000003,2.8519720000000017,4.042960795454544
2005-11-04,2.5312,2.5625,2.5,2.515,1824000,2.56694285714286,2.5959800000000004,2.8417220000000016,4.0343282485875696
2005-11-07,2.515,2.5788,2.515,2.5662,2150400,2.557828571428574,2.5808500000000003,2.8341700000000016,4.026080337078651
2005-11-08,2.5662,2.5662,2.5,2.5025,1521600,2.54604285714286,2.56435,2.823720000000001,4.017568715083798
2005-11-09,2.5,2.5462,2.4938,2.5438,1411200,2.538557142857146,2.55811,2.8142200000000015,4.00938111111111
2005-11-10,2.5538,2.7162,2.5338,2.7125,1904000,2.561600000000003,2.5663600000000004,2.8081940000000016,4.0022160220994465
2005-11-11,2.7075,2.7075,2.6338,2.655,1419200,2.5750000000000033,2.57336,2.8011440000000016,3.994813736263735
2005-11-14,2.655,2.6612,2.6212,2.6512,817600,2.592314285714289,2.57886,2.7943440000000015,3.9874715846994526
2005-11-15,2.6512,2.6762,2.6125,2.625,1303200,2.608028571428575,2.58624,2.7866680000000015,3.980066847826086
2005-11-16,2.6375,2.6488,2.5062,2.5712,1121600,2.6087428571428606,2.5872400000000004,2.7780920000000013,3.97245135135135
2005-11-17,2.5675,2.5738,2.5,2.5738,998400,2.618928571428575,2.59162,2.7701680000000017,3.964931720430106
2005-11-18,2.5938,2.685,2.5725,2.6838,1144000,2.638928571428575,2.6085000000000003,2.7638440000000015,3.9580807486631007
2005-11-21,2.6375,2.6738,2.6125,2.6612,1689600,2.6316000000000033,2.6180000000000003,2.7570680000000016,3.9511824468085095
2005-11-22,2.6375,2.8475,2.6375,2.8138,1780800,2.6542857142857175,2.6491300000000004,2.7539440000000015,3.945164550264549
2005-11-23,2.7875,2.8062,2.7812,2.7962,1047200,2.6750000000000034,2.67437,2.7510920000000016,3.939117368421052
2005-11-25,2.7875,2.7925,2.725,2.7825,323200,2.697500000000003,2.6813700000000003,2.7480420000000017,3.9330617801047114
2005-11-28,2.7688,2.8062,2.7438,2.7675,1345600,2.72554285714286,2.6926200000000002,2.7442920000000015,3.9269911458333326
2005-11-29,2.7675,2.81,2.7625,2.7788,1346400,2.754828571428575,2.7053800000000003,2.7403920000000013,3.9210419689119167
2005-11-30,2.7762,2.8625,2.7562,2.8588,1715200,2.7798285714285744,2.7287600000000003,2.739468000000001,3.9155664948453603
2005-12-01,2.8588,2.8725,2.8375,2.87,1691200,2.8096571428571457,2.75864,2.7391180000000013,3.910204615384615
2005-12-02,2.8725,2.875,2.8438,2.8725,908000,2.81804285714286,2.78851,2.7381180000000014,3.904910204081632
2005-12-05,2.8625,2.8975,2.815,2.8975,1110400,2.832514285714289,2.80988,2.7373680000000014,3.899796446700507
2005-12-06,2.89,3,2.89,2.9825,1654400,2.8610857142857173,2.8420099999999997,2.738518000000001,3.8951636363636357
2005-12-07,2.9938,3.0625,2.9875,3.0438,2620000,2.900557142857146,2.86501,2.7402940000000005,3.890885427135678
2005-12-08,3.0562,3.0888,3.0125,3.04,3888000,2.9378714285714316,2.8893899999999997,2.7413700000000008,3.8866309999999995
2005-12-09,3.04,3.0812,3.04,3.0712,958400,2.9682142857142892,2.91826,2.7426180000000007,3.8737369999999993
2005-12-12,3.0925,3.2188,3.0662,3.2138,1528800,3.0173285714285747,2.9628900000000002,2.746894,3.8613609999999996
2005-12-13,3.2562,3.3438,3.2287,3.3025,2765600,3.0787571428571465,3.01526,2.7528200000000003,3.8493285
2005-12-14,3.3125,3.405,3.3125,3.3588,1144800,3.144657142857146,3.06526,2.7619720000000005,3.8376525
2005-12-15,3.3425,3.3688,3.2175,3.2412,1348800,3.1816142857142893,3.1023799999999997,2.769546,3.8252634999999997
2005-12-16,3.2412,3.2625,3.2238,3.24,1504000,3.2096428571428604,3.13913,2.776872,3.8124334999999996
2005-12-19,3.2188,3.2812,3.2188,3.24,1633600,3.2382142857142893,3.1733800000000003,2.784222,3.7992535
2005-12-20,3.2375,3.25,3.1925,3.2012,1056000,3.256785714285718,3.19525,2.7909220000000006,3.7860644999999993
2005-12-21,3.2487,3.2487,3.1288,3.1412,1814400,3.2464142857142897,3.20499,2.7970960000000002,3.7729204999999997
2005-12-22,3.375,3.525,3.3375,3.495,4469600,3.2739142857142896,3.25049,2.8119460000000003,3.7624954999999995
2005-12-23,3.4588,3.59,3.425,3.465,2177600,3.289085714285718,3.2898699999999996,2.8262460000000003,3.7516004999999994
2005-12-27,3.4562,3.5175,3.365,3.3825,1132800,3.3092714285714324,3.30674,2.838896,3.739858
2005-12-28,3.3838,3.425,3.3525,3.3662,797600,3.327300000000004,3.3131099999999996,2.8513960000000003,3.727939
2005-12-29,3.6125,3.77,3.5425,3.685,4748000,3.3908714285714323,3.3457299999999996,2.871646,3.717809
2005-12-30,3.685,3.695,3.5062,3.5062,2536000,3.434442857142861,3.3722299999999996,2.8880700000000004,3.70752
2006-01-03,3.5125,3.6188,3.4938,3.6,5748000,3.499985714285718,3.4082299999999996,2.907144,3.6974400000000003
2006-01-04,3.625,3.6625,3.5812,3.5912,2005600,3.513728571428575,3.4433499999999997,2.926218,3.687501
2006-01-05,3.5912,3.65,3.5912,3.5988,1113600,3.5328428571428607,3.483109999999999,2.9438440000000003,3.6771000000000003
2006-01-06,3.6438,3.6438,3.5538,3.575,940800,3.5603428571428606,3.526489999999999,2.9619940000000002,3.6673500000000008
2006-01-09,3.5325,3.6125,3.5312,3.5675,941600,3.5891000000000033,3.533739999999999,2.98122,3.6574575000000005
2006-01-10,3.5625,3.6112,3.5,3.5638,1164000,3.571785714285718,3.5436199999999984,2.999896,3.6468640000000003
2006-01-11,3.5638,3.5638,3.4575,3.485,1087200,3.5687571428571467,3.5538699999999985,3.017896,3.6366640000000006
2006-01-12,3.475,3.4762,3.2075,3.3312,3152000,3.530357142857146,3.5503699999999987,3.032596,3.6256900000000005
2006-01-13,3.325,3.3675,3.24,3.3362,1000800,3.493928571428575,3.515489999999999,3.0482959999999997,3.6146160000000003
2006-01-17,3.325,3.325,3.26,3.2962,1072000,3.4507000000000034,3.494489999999999,3.0629959999999996,3.6034270000000004
2006-01-18,3.2875,3.3188,3.2562,3.28,987200,3.408557142857146,3.462489999999999,3.0779959999999993,3.5921520000000005
2006-01-19,3.3,3.31,3.2788,3.3062,988000,3.371228571428575,3.4339899999999988,3.0938199999999996,3.5811780000000004
2006-01-20,3.35,3.3675,3.2487,3.2688,1218400,3.3290857142857178,3.400989999999999,3.107871999999999,3.569902000000001
2006-01-23,3.2812,3.3212,3.23,3.2362,1539200,3.2935428571428607,3.367109999999999,3.1225459999999994,3.558195500000001
2006-01-24,3.2388,3.2675,3.2312,3.2612,1943200,3.283542857142861,3.336479999999999,3.1368939999999994,3.548564000000001
2006-01-25,3.2713,3.2775,3.2388,3.245,1765600,3.270514285714289,3.3045999999999984,3.147543999999999,3.5383640000000014
